"","ordinal","onset","offset","code","dur","moments","subj","clip"
"034NW_04.csv.31",30,1094343,1103842,"s",9499,"034NW_04.csv.31","034NW","034NW_04"
"034NW_04.csv.32",31,1103843,1110020,"m",6177,"034NW_04.csv.32","034NW","034NW_04"
"034NW_04.csv.33",32,1110021,1125874,"s",15853,"034NW_04.csv.33","034NW","034NW_04"
"034NW_04.csv.34",33,1125875,1419928,"m",294053,"034NW_04.csv.34","034NW","034NW_04"
"034NW_04.csv.35",34,1419929,2644297,"s",1224368,"034NW_04.csv.35","034NW","034NW_04"
"034NW_04.csv.36",35,2644298,2665078,"m",20780,"034NW_04.csv.36","034NW","034NW_04"
"034NW_04.csv.37",36,2665079,3313178,"s",648099,"034NW_04.csv.37","034NW","034NW_04"
"034NW_04.csv.38",37,3313179,3333442,"m",20263,"034NW_04.csv.38","034NW","034NW_04"
"034NW_04.csv.39",38,3333443,3656716,"s",323273,"034NW_04.csv.39","034NW","034NW_04"
"034NW_04.csv.40",39,3656717,3696935,"m",40218,"034NW_04.csv.40","034NW","034NW_04"
"034NW_04.csv.41",40,3696936,4144570,"s",447634,"034NW_04.csv.41","034NW","034NW_04"
"034NW_04.csv.42",41,4144571,4174707,"m",30136,"034NW_04.csv.42","034NW","034NW_04"
"034NW_04.csv.43",42,4174708,4192513,"s",17805,"034NW_04.csv.43","034NW","034NW_04"
"034NW_04.csv.44",43,4192514,4200876,"m",8362,"034NW_04.csv.44","034NW","034NW_04"
"034NW_04.csv.45",44,4200877,4236589,"s",35712,"034NW_04.csv.45","034NW","034NW_04"
"034NW_05.csv.1",0,0,38655,"_",38655,"034NW_05.csv.1","034NW","034NW_05"
"034NW_05.csv.2",1,38656,97154,"s",58498,"034NW_05.csv.2","034NW","034NW_05"
"034NW_05.csv.3",2,97155,110538,"m",13383,"034NW_05.csv.3","034NW","034NW_05"
"034NW_05.csv.4",3,110539,264993,"s",154454,"034NW_05.csv.4","034NW","034NW_05"
"034NW_05.csv.5",4,264994,275196,"m",10202,"034NW_05.csv.5","034NW","034NW_05"
"034NW_05.csv.6",5,275197,278460,"s",3263,"034NW_05.csv.6","034NW","034NW_05"
"034NW_05.csv.7",6,278461,289020,"m",10559,"034NW_05.csv.7","034NW","034NW_05"
"034NW_05.csv.8",7,289021,397094,"s",108073,"034NW_05.csv.8","034NW","034NW_05"
"034NW_05.csv.9",8,397095,413170,"m",16075,"034NW_05.csv.9","034NW","034NW_05"
"034NW_05.csv.10",9,413171,418367,"s",5196,"034NW_05.csv.10","034NW","034NW_05"
"034NW_05.csv.11",10,418368,423200,"m",4832,"034NW_05.csv.11","034NW","034NW_05"
"034NW_05.csv.12",11,423201,431736,"s",8535,"034NW_05.csv.12","034NW","034NW_05"
"034NW_05.csv.13",12,431737,449829,"m",18092,"034NW_05.csv.13","034NW","034NW_05"
"034NW_05.csv.14",13,449830,452226,"s",2396,"034NW_05.csv.14","034NW","034NW_05"
"034NW_05.csv.15",14,452227,460201,"m",7974,"034NW_05.csv.15","034NW","034NW_05"
"034NW_05.csv.16",15,460202,473884,"s",13682,"034NW_05.csv.16","034NW","034NW_05"
"034NW_05.csv.17",16,473885,482454,"m",8569,"034NW_05.csv.17","034NW","034NW_05"
"034NW_05.csv.18",17,482455,487741,"s",5286,"034NW_05.csv.18","034NW","034NW_05"
"034NW_05.csv.19",18,487742,504473,"m",16731,"034NW_05.csv.19","034NW","034NW_05"
"034NW_05.csv.20",19,504474,566253,"s",61779,"034NW_05.csv.20","034NW","034NW_05"
"034NW_05.csv.21",20,566254,569635,"_",3381,"034NW_05.csv.21","034NW","034NW_05"
"034NW_06.csv.1",0,0,11600,"s",11600,"034NW_06.csv.1","034NW","034NW_06"
"034NW_06.csv.2",1,11601,18341,"m",6740,"034NW_06.csv.2","034NW","034NW_06"
"034NW_06.csv.3",2,18342,153741,"s",135399,"034NW_06.csv.3","034NW","034NW_06"
"034NW_06.csv.4",3,153742,164547,"m",10805,"034NW_06.csv.4","034NW","034NW_06"
"034NW_06.csv.5",4,164548,204309,"s",39761,"034NW_06.csv.5","034NW","034NW_06"
"034NW_06.csv.6",5,204310,222984,"m",18674,"034NW_06.csv.6","034NW","034NW_06"
"034NW_06.csv.7",6,222985,233540,"s",10555,"034NW_06.csv.7","034NW","034NW_06"
"034NW_06.csv.8",7,233541,239883,"m",6342,"034NW_06.csv.8","034NW","034NW_06"
"034NW_06.csv.9",8,239884,280954,"s",41070,"034NW_06.csv.9","034NW","034NW_06"
"034NW_06.csv.10",9,280955,292294,"m",11339,"034NW_06.csv.10","034NW","034NW_06"
"034NW_06.csv.11",10,292295,393116,"s",100821,"034NW_06.csv.11","034NW","034NW_06"
"034NW_06.csv.12",11,393117,395467,"m",2350,"034NW_06.csv.12","034NW","034NW_06"
"034NW_06.csv.13",12,395468,499989,"s",104521,"034NW_06.csv.13","034NW","034NW_06"
"034NW_06.csv.14",13,499990,511504,"m",11514,"034NW_06.csv.14","034NW","034NW_06"
"034NW_06.csv.15",14,511505,539617,"s",28112,"034NW_06.csv.15","034NW","034NW_06"
"034NW_06.csv.16",15,539618,543270,"m",3652,"034NW_06.csv.16","034NW","034NW_06"
"034NW_06.csv.17",16,543271,614053,"s",70782,"034NW_06.csv.17","034NW","034NW_06"
"034NW_06.csv.18",17,614054,620345,"m",6291,"034NW_06.csv.18","034NW","034NW_06"
"034NW_06.csv.19",18,620346,710866,"s",90520,"034NW_06.csv.19","034NW","034NW_06"
"034NW_06.csv.20",19,710867,726748,"m",15881,"034NW_06.csv.20","034NW","034NW_06"
"034NW_06.csv.21",20,726749,934379,"s",207630,"034NW_06.csv.21","034NW","034NW_06"
"034NW_06.csv.22",21,934380,938135,"m",3755,"034NW_06.csv.22","034NW","034NW_06"
"034NW_06.csv.23",22,938136,963748,"s",25612,"034NW_06.csv.23","034NW","034NW_06"
"034NW_07.csv.1",0,0,22759,"_",22759,"034NW_07.csv.1","034NW","034NW_07"
"034NW_07.csv.2",1,22760,45203,"s",22443,"034NW_07.csv.2","034NW","034NW_07"
"034NW_07.csv.3",2,45204,51747,"m",6543,"034NW_07.csv.3","034NW","034NW_07"
"034NW_07.csv.4",3,51748,162703,"s",110955,"034NW_07.csv.4","034NW","034NW_07"
"034NW_07.csv.5",4,162704,176110,"m",13406,"034NW_07.csv.5","034NW","034NW_07"
"034NW_07.csv.6",5,176111,272443,"s",96332,"034NW_07.csv.6","034NW","034NW_07"
"034NW_07.csv.7",6,272444,284789,"m",12345,"034NW_07.csv.7","034NW","034NW_07"
"034NW_07.csv.8",7,284790,308262,"s",23472,"034NW_07.csv.8","034NW","034NW_07"
"034NW_07.csv.9",8,308263,333224,"m",24961,"034NW_07.csv.9","034NW","034NW_07"
"034NW_07.csv.10",9,333225,336201,"s",2976,"034NW_07.csv.10","034NW","034NW_07"
"034NW_07.csv.11",10,336202,345367,"m",9165,"034NW_07.csv.11","034NW","034NW_07"
"034NW_07.csv.12",11,345368,447825,"_",102457,"034NW_07.csv.12","034NW","034NW_07"
"034NW_07.csv.13",12,447826,656390,"s",208564,"034NW_07.csv.13","034NW","034NW_07"
"034NW_07.csv.14",13,656391,663227,"m",6836,"034NW_07.csv.14","034NW","034NW_07"
"034NW_07.csv.15",14,663228,667503,"s",4275,"034NW_07.csv.15","034NW","034NW_07"
"034NW_07.csv.16",15,667504,676805,"m",9301,"034NW_07.csv.16","034NW","034NW_07"
"034NW_07.csv.17",16,676806,697896,"s",21090,"034NW_07.csv.17","034NW","034NW_07"
"034NW_08.csv.1",0,0,48998,"s",48998,"034NW_08.csv.1","034NW","034NW_08"
"034NW_08.csv.2",1,48999,122559,"_",73560,"034NW_08.csv.2","034NW","034NW_08"
"034NW_08.csv.3",2,122560,700761,"s",578201,"034NW_08.csv.3","034NW","034NW_08"
"034NW_08.csv.4",3,700762,705227,"m",4465,"034NW_08.csv.4","034NW","034NW_08"
"034NW_08.csv.5",4,705228,723510,"s",18282,"034NW_08.csv.5","034NW","034NW_08"
"034NW_08.csv.6",5,723511,729433,"_",5922,"034NW_08.csv.6","034NW","034NW_08"
"034NW_08.csv.7",6,729434,768023,"s",38589,"034NW_08.csv.7","034NW","034NW_08"
"034NW_08.csv.8",7,768024,769995,"m",1971,"034NW_08.csv.8","034NW","034NW_08"
"034NW_08.csv.9",8,769996,785251,"s",15255,"034NW_08.csv.9","034NW","034NW_08"
"034NW_09.csv.1",0,0,4073,"_",4073,"034NW_09.csv.1","034NW","034NW_09"
"034NW_09.csv.2",1,4074,167314,"s",163240,"034NW_09.csv.2","034NW","034NW_09"
"034NW_09.csv.3",2,167315,245636,"m",78321,"034NW_09.csv.3","034NW","034NW_09"
"034NW_09.csv.4",3,245637,250414,"s",4777,"034NW_09.csv.4","034NW","034NW_09"
"034NW_09.csv.5",4,250415,264934,"m",14519,"034NW_09.csv.5","034NW","034NW_09"
"034NW_09.csv.6",5,264935,266097,"s",1162,"034NW_09.csv.6","034NW","034NW_09"
"034NW_09.csv.7",6,266098,295510,"m",29412,"034NW_09.csv.7","034NW","034NW_09"
"034NW_09.csv.8",7,295511,355833,"s",60322,"034NW_09.csv.8","034NW","034NW_09"
"034NW_09.csv.9",8,355834,386592,"m",30758,"034NW_09.csv.9","034NW","034NW_09"
"034NW_09.csv.10",9,386593,390342,"s",3749,"034NW_09.csv.10","034NW","034NW_09"
"034NW_09.csv.11",10,390343,405781,"m",15438,"034NW_09.csv.11","034NW","034NW_09"
"034NW_09.csv.12",11,405782,423521,"s",17739,"034NW_09.csv.12","034NW","034NW_09"
"034NW_09.csv.13",12,423522,444675,"m",21153,"034NW_09.csv.13","034NW","034NW_09"
"034NW_09.csv.14",13,444676,561494,"s",116818,"034NW_09.csv.14","034NW","034NW_09"
"034NW_09.csv.15",14,561495,597139,"m",35644,"034NW_09.csv.15","034NW","034NW_09"
"034NW_09.csv.16",15,597140,620501,"s",23361,"034NW_09.csv.16","034NW","034NW_09"
"034NW_09.csv.17",16,620502,631533,"m",11031,"034NW_09.csv.17","034NW","034NW_09"
"034NW_09.csv.18",17,631534,674986,"s",43452,"034NW_09.csv.18","034NW","034NW_09"
"034NW_09.csv.19",18,674987,687148,"m",12161,"034NW_09.csv.19","034NW","034NW_09"
"034NW_09.csv.20",19,687149,709559,"s",22410,"034NW_09.csv.20","034NW","034NW_09"
"034NW_09.csv.21",20,709560,734943,"m",25383,"034NW_09.csv.21","034NW","034NW_09"
"034NW_09.csv.22",21,734944,754076,"s",19132,"034NW_09.csv.22","034NW","034NW_09"
"034NW_09.csv.23",22,754077,778450,"m",24373,"034NW_09.csv.23","034NW","034NW_09"
"034NW_09.csv.24",23,778451,991227,"_",212776,"034NW_09.csv.24","034NW","034NW_09"
"034NW_09.csv.25",24,991228,999518,"m",8290,"034NW_09.csv.25","034NW","034NW_09"
"034NW_09.csv.26",25,999519,1501291,"s",501772,"034NW_09.csv.26","034NW","034NW_09"
"034NW_09.csv.27",26,1501292,1509057,"m",7765,"034NW_09.csv.27","034NW","034NW_09"
"034NW_09.csv.28",27,1509058,1515919,"s",6861,"034NW_09.csv.28","034NW","034NW_09"
"034NW_09.csv.29",28,1515920,1526723,"m",10803,"034NW_09.csv.29","034NW","034NW_09"
"034NW_09.csv.30",29,1526724,1560342,"s",33618,"034NW_09.csv.30","034NW","034NW_09"
"034NW_09.csv.31",30,1560343,1565961,"m",5618,"034NW_09.csv.31","034NW","034NW_09"
"034NW_09.csv.32",31,1565962,1632462,"s",66500,"034NW_09.csv.32","034NW","034NW_09"
"034NW_09.csv.33",32,1632463,1652286,"m",19823,"034NW_09.csv.33","034NW","034NW_09"
"034NW_09.csv.34",33,1652287,1657144,"s",4857,"034NW_09.csv.34","034NW","034NW_09"
"034NW_09.csv.35",34,1657145,1663273,"m",6128,"034NW_09.csv.35","034NW","034NW_09"
"034NW_09.csv.36",35,1663274,1695143,"s",31869,"034NW_09.csv.36","034NW","034NW_09"
"034NW_09.csv.37",36,1695144,1703968,"m",8824,"034NW_09.csv.37","034NW","034NW_09"
"034NW_09.csv.38",37,1703969,1725752,"s",21783,"034NW_09.csv.38","034NW","034NW_09"
"034NW_09.csv.39",38,1725753,1758640,"m",32887,"034NW_09.csv.39","034NW","034NW_09"
"034NW_09.csv.40",39,1758641,1761652,"s",3011,"034NW_09.csv.40","034NW","034NW_09"
"034NW_09.csv.41",40,1761653,1767885,"m",6232,"034NW_09.csv.41","034NW","034NW_09"
"034NW_09.csv.42",41,1767886,1806063,"s",38177,"034NW_09.csv.42","034NW","034NW_09"
"034NW_09.csv.43",42,1806064,1825240,"m",19176,"034NW_09.csv.43","034NW","034NW_09"
"034NW_09.csv.44",43,1825241,1835680,"s",10439,"034NW_09.csv.44","034NW","034NW_09"
"034NW_09.csv.45",44,1835681,1854423,"m",18742,"034NW_09.csv.45","034NW","034NW_09"
"034NW_09.csv.46",45,1854424,1872805,"s",18381,"034NW_09.csv.46","034NW","034NW_09"
"034NW_09.csv.47",46,1872806,1876186,"m",3380,"034NW_09.csv.47","034NW","034NW_09"
"034NW_09.csv.48",47,1876187,1939354,"s",63167,"034NW_09.csv.48","034NW","034NW_09"
"034NW_09.csv.49",48,1939355,1950469,"m",11114,"034NW_09.csv.49","034NW","034NW_09"
"034NW_09.csv.50",49,1950470,1953620,"s",3150,"034NW_09.csv.50","034NW","034NW_09"
"034NW_09.csv.51",50,1953621,1958970,"m",5349,"034NW_09.csv.51","034NW","034NW_09"
"034NW_09.csv.52",51,1958971,1978184,"s",19213,"034NW_09.csv.52","034NW","034NW_09"
"034NW_09.csv.53",52,1978185,1991910,"m",13725,"034NW_09.csv.53","034NW","034NW_09"
"034NW_09.csv.54",53,1991911,2010292,"s",18381,"034NW_09.csv.54","034NW","034NW_09"
"034NW_09.csv.55",54,2010293,2027429,"m",17136,"034NW_09.csv.55","034NW","034NW_09"
"034NW_09.csv.56",55,2027430,2211036,"s",183606,"034NW_09.csv.56","034NW","034NW_09"
"034NW_09.csv.57",56,2211037,2516073,"_",305036,"034NW_09.csv.57","034NW","034NW_09"
"034NW_10.csv",0,0,17995,"_",17995,"034NW_10.csv","034NW","034NW_10"
"034NW_11.csv.1",0,0,37910,"s",37910,"034NW_11.csv.1","034NW","034NW_11"
"034NW_11.csv.2",1,37911,48384,"m",10473,"034NW_11.csv.2","034NW","034NW_11"
"034NW_11.csv.3",2,48385,54329,"s",5944,"034NW_11.csv.3","034NW","034NW_11"
"034NW_11.csv.4",3,54330,63175,"m",8845,"034NW_11.csv.4","034NW","034NW_11"
"034NW_11.csv.5",4,63176,84012,"_",20836,"034NW_11.csv.5","034NW","034NW_11"
"034NW_11.csv.6",5,84013,88185,"m",4172,"034NW_11.csv.6","034NW","034NW_11"
"034NW_11.csv.7",6,88186,117874,"s",29688,"034NW_11.csv.7","034NW","034NW_11"
"034NW_11.csv.8",7,117875,129542,"m",11667,"034NW_11.csv.8","034NW","034NW_11"
"034NW_11.csv.9",8,129543,132575,"s",3032,"034NW_11.csv.9","034NW","034NW_11"
"034NW_11.csv.10",9,132576,141800,"m",9224,"034NW_11.csv.10","034NW","034NW_11"
"034NW_11.csv.11",10,141801,157906,"s",16105,"034NW_11.csv.11","034NW","034NW_11"
"034NW_11.csv.12",11,157907,190786,"m",32879,"034NW_11.csv.12","034NW","034NW_11"
"034NW_11.csv.13",12,190787,204121,"s",13334,"034NW_11.csv.13","034NW","034NW_11"
"034NW_11.csv.14",13,204122,230469,"m",26347,"034NW_11.csv.14","034NW","034NW_11"
"034NW_11.csv.15",14,230470,239785,"s",9315,"034NW_11.csv.15","034NW","034NW_11"
"034NW_11.csv.16",15,239786,251528,"m",11742,"034NW_11.csv.16","034NW","034NW_11"
"034NW_11.csv.17",16,251529,262832,"s",11303,"034NW_11.csv.17","034NW","034NW_11"
"034NW_11.csv.18",17,262833,266540,"m",3707,"034NW_11.csv.18","034NW","034NW_11"
"034NW_11.csv.19",18,266541,280923,"s",14382,"034NW_11.csv.19","034NW","034NW_11"
"034NW_11.csv.20",19,280924,291799,"m",10875,"034NW_11.csv.20","034NW","034NW_11"
"034NW_11.csv.21",20,291800,364987,"s",73187,"034NW_11.csv.21","034NW","034NW_11"
"034NW_11.csv.22",21,364988,374897,"m",9909,"034NW_11.csv.22","034NW","034NW_11"
"034NW_11.csv.23",22,374898,630926,"s",256028,"034NW_11.csv.23","034NW","034NW_11"
"034NW_11.csv.24",23,630927,636418,"m",5491,"034NW_11.csv.24","034NW","034NW_11"
"034NW_11.csv.25",24,636419,711711,"s",75292,"034NW_11.csv.25","034NW","034NW_11"
"034NW_11.csv.26",25,711712,715316,"m",3604,"034NW_11.csv.26","034NW","034NW_11"
"034NW_11.csv.27",26,715317,831002,"s",115685,"034NW_11.csv.27","034NW","034NW_11"
"034NW_11.csv.28",27,831003,835942,"m",4939,"034NW_11.csv.28","034NW","034NW_11"
"034NW_11.csv.29",28,835943,900919,"s",64976,"034NW_11.csv.29","034NW","034NW_11"
"034NW_11.csv.30",29,900920,908450,"m",7530,"034NW_11.csv.30","034NW","034NW_11"
"034NW_11.csv.31",30,908451,930082,"s",21631,"034NW_11.csv.31","034NW","034NW_11"
"034NW_11.csv.32",31,930083,933267,"m",3184,"034NW_11.csv.32","034NW","034NW_11"
"034NW_11.csv.33",32,933268,1080584,"s",147316,"034NW_11.csv.33","034NW","034NW_11"
"034NW_11.csv.34",33,1080585,1085330,"m",4745,"034NW_11.csv.34","034NW","034NW_11"
"034NW_11.csv.35",34,1085331,2341062,"s",1255731,"034NW_11.csv.35","034NW","034NW_11"
"034NW_11.csv.36",35,2341063,2352038,"m",10975,"034NW_11.csv.36","034NW","034NW_11"
"034NW_11.csv.37",36,2352039,2397094,"s",45055,"034NW_11.csv.37","034NW","034NW_11"
"034NW_11.csv.38",37,2397095,2405152,"m",8057,"034NW_11.csv.38","034NW","034NW_11"
"034NW_11.csv.39",38,2405153,2469652,"s",64499,"034NW_11.csv.39","034NW","034NW_11"
"034NW_11.csv.40",39,2469653,2485135,"m",15482,"034NW_11.csv.40","034NW","034NW_11"
"034NW_11.csv.41",40,2485136,2502929,"_",17793,"034NW_11.csv.41","034NW","034NW_11"
"034NW_11.csv.42",41,2502930,2506088,"m",3158,"034NW_11.csv.42","034NW","034NW_11"
"034NW_12.csv.1",0,0,22936,"m",22936,"034NW_12.csv.1","034NW","034NW_12"
"034NW_12.csv.2",1,22937,396369,"s",373432,"034NW_12.csv.2","034NW","034NW_12"
"034NW_12.csv.3",2,396370,402804,"m",6434,"034NW_12.csv.3","034NW","034NW_12"
"034NW_12.csv.4",3,402805,437218,"s",34413,"034NW_12.csv.4","034NW","034NW_12"
"034NW_13.csv",0,0,6001,"_",6001,"034NW_13.csv","034NW","034NW_13"
"034NW_14.csv.1",0,0,3625,"s",3625,"034NW_14.csv.1","034NW","034NW_14"
"034NW_14.csv.2",1,3626,6628,"m",3002,"034NW_14.csv.2","034NW","034NW_14"
"034NW_14.csv.3",2,6629,8678,"s",2049,"034NW_14.csv.3","034NW","034NW_14"
"034NW_14.csv.4",3,8679,30747,"m",22068,"034NW_14.csv.4","034NW","034NW_14"
"034NW_14.csv.5",4,30748,41782,"s",11034,"034NW_14.csv.5","034NW","034NW_14"
"034NW_14.csv.6",5,41783,45081,"m",3298,"034NW_14.csv.6","034NW","034NW_14"
"034NW_14.csv.7",6,45082,70795,"s",25713,"034NW_14.csv.7","034NW","034NW_14"
"034NW_14.csv.8",7,70796,92643,"m",21847,"034NW_14.csv.8","034NW","034NW_14"
"034NW_14.csv.9",8,92644,98971,"s",6327,"034NW_14.csv.9","034NW","034NW_14"
"034NW_14.csv.10",9,98972,115175,"m",16203,"034NW_14.csv.10","034NW","034NW_14"
"034NW_14.csv.11",10,115176,122043,"s",6867,"034NW_14.csv.11","034NW","034NW_14"
"034NW_14.csv.12",11,122044,127857,"m",5813,"034NW_14.csv.12","034NW","034NW_14"
"034NW_14.csv.13",12,127858,257983,"s",130125,"034NW_14.csv.13","034NW","034NW_14"
"034NW_14.csv.14",13,257984,276238,"m",18254,"034NW_14.csv.14","034NW","034NW_14"
"034NW_14.csv.15",14,276239,298727,"s",22488,"034NW_14.csv.15","034NW","034NW_14"
"034NW_14.csv.16",15,298728,301839,"m",3111,"034NW_14.csv.16","034NW","034NW_14"
"034NW_14.csv.17",16,301840,626572,"s",324732,"034NW_14.csv.17","034NW","034NW_14"
"034NW_14.csv.18",17,626573,635897,"m",9324,"034NW_14.csv.18","034NW","034NW_14"
"034NW_14.csv.19",18,635898,672647,"s",36749,"034NW_14.csv.19","034NW","034NW_14"
"034NW_14.csv.20",19,672648,674856,"m",2208,"034NW_14.csv.20","034NW","034NW_14"
"034NW_14.csv.21",20,674857,721514,"s",46657,"034NW_14.csv.21","034NW","034NW_14"
"034NW_14.csv.22",21,721515,724862,"m",3347,"034NW_14.csv.22","034NW","034NW_14"
"034NW_14.csv.23",22,724863,727783,"s",2920,"034NW_14.csv.23","034NW","034NW_14"
"034NW_14.csv.24",23,727784,736456,"m",8672,"034NW_14.csv.24","034NW","034NW_14"
"034NW_14.csv.25",24,736457,761876,"s",25419,"034NW_14.csv.25","034NW","034NW_14"
"034NW_14.csv.26",25,761877,767339,"m",5462,"034NW_14.csv.26","034NW","034NW_14"
"034NW_14.csv.27",26,767340,787137,"s",19797,"034NW_14.csv.27","034NW","034NW_14"
"034NW_14.csv.28",27,787138,792830,"m",5692,"034NW_14.csv.28","034NW","034NW_14"
"034NW_14.csv.29",28,792831,832726,"s",39895,"034NW_14.csv.29","034NW","034NW_14"
"034NW_14.csv.30",29,832727,847352,"m",14625,"034NW_14.csv.30","034NW","034NW_14"
"034NW_14.csv.31",30,847353,860098,"s",12745,"034NW_14.csv.31","034NW","034NW_14"
"034NW_14.csv.32",31,860099,863538,"m",3439,"034NW_14.csv.32","034NW","034NW_14"
"034NW_14.csv.33",32,863539,870172,"s",6633,"034NW_14.csv.33","034NW","034NW_14"
"034NW_14.csv.34",33,870173,875072,"m",4899,"034NW_14.csv.34","034NW","034NW_14"
"034NW_14.csv.35",34,875073,881688,"s",6615,"034NW_14.csv.35","034NW","034NW_14"
"034NW_14.csv.36",35,881689,889484,"m",7795,"034NW_14.csv.36","034NW","034NW_14"
"034NW_14.csv.37",36,889485,899239,"_",9754,"034NW_14.csv.37","034NW","034NW_14"
"034NW_15.csv.1",0,0,20407,"s",20407,"034NW_15.csv.1","034NW","034NW_15"
"034NW_15.csv.2",1,20408,27945,"m",7537,"034NW_15.csv.2","034NW","034NW_15"
"034NW_15.csv.3",2,27946,37696,"s",9750,"034NW_15.csv.3","034NW","034NW_15"
"034NW_15.csv.4",3,37697,58621,"m",20924,"034NW_15.csv.4","034NW","034NW_15"
"034NW_15.csv.5",4,58622,90052,"s",31430,"034NW_15.csv.5","034NW","034NW_15"
"034NW_15.csv.6",5,90053,101127,"m",11074,"034NW_15.csv.6","034NW","034NW_15"
"034NW_15.csv.7",6,101128,107497,"s",6369,"034NW_15.csv.7","034NW","034NW_15"
"034NW_15.csv.8",7,107498,141024,"m",33526,"034NW_15.csv.8","034NW","034NW_15"
"034NW_15.csv.9",8,141025,147538,"s",6513,"034NW_15.csv.9","034NW","034NW_15"
"034NW_15.csv.10",9,147539,160630,"m",13091,"034NW_15.csv.10","034NW","034NW_15"
"034NW_15.csv.11",10,160631,194338,"s",33707,"034NW_15.csv.11","034NW","034NW_15"
"034NW_15.csv.12",11,194339,206784,"m",12445,"034NW_15.csv.12","034NW","034NW_15"
"034NW_15.csv.13",12,206785,237507,"s",30722,"034NW_15.csv.13","034NW","034NW_15"
"034NW_15.csv.14",13,237508,244405,"m",6897,"034NW_15.csv.14","034NW","034NW_15"
"034NW_15.csv.15",14,244406,336529,"s",92123,"034NW_15.csv.15","034NW","034NW_15"
"034NW_15.csv.16",15,336530,340037,"m",3507,"034NW_15.csv.16","034NW","034NW_15"
"034NW_15.csv.17",16,340038,440492,"s",100454,"034NW_15.csv.17","034NW","034NW_15"
"034NW_15.csv.18",17,440493,456376,"m",15883,"034NW_15.csv.18","034NW","034NW_15"
"034NW_15.csv.19",18,456377,478242,"s",21865,"034NW_15.csv.19","034NW","034NW_15"
"034NW_15.csv.20",19,478243,482694,"m",4451,"034NW_15.csv.20","034NW","034NW_15"
"034NW_15.csv.21",20,482695,492043,"s",9348,"034NW_15.csv.21","034NW","034NW_15"
"034NW_15.csv.22",21,492044,499179,"m",7135,"034NW_15.csv.22","034NW","034NW_15"
"034NW_15.csv.23",22,499180,507963,"s",8783,"034NW_15.csv.23","034NW","034NW_15"
"034NW_15.csv.24",23,507964,520609,"m",12645,"034NW_15.csv.24","034NW","034NW_15"
"034NW_15.csv.25",24,520610,530336,"s",9726,"034NW_15.csv.25","034NW","034NW_15"
"034NW_15.csv.26",25,530337,550338,"m",20001,"034NW_15.csv.26","034NW","034NW_15"
"034NW_15.csv.27",26,550339,656916,"s",106577,"034NW_15.csv.27","034NW","034NW_15"
"034NW_15.csv.28",27,656917,666707,"m",9790,"034NW_15.csv.28","034NW","034NW_15"
"034NW_15.csv.29",28,666708,760170,"s",93462,"034NW_15.csv.29","034NW","034NW_15"
"034NW_15.csv.30",29,760171,765192,"m",5021,"034NW_15.csv.30","034NW","034NW_15"
"034NW_15.csv.31",30,765193,787137,"s",21944,"034NW_15.csv.31","034NW","034NW_15"
"034NW_15.csv.32",31,787138,802943,"m",15805,"034NW_15.csv.32","034NW","034NW_15"
"034NW_15.csv.33",32,802944,809739,"s",6795,"034NW_15.csv.33","034NW","034NW_15"
"034NW_15.csv.34",33,809740,818751,"m",9011,"034NW_15.csv.34","034NW","034NW_15"
"034NW_15.csv.35",34,818752,835713,"s",16961,"034NW_15.csv.35","034NW","034NW_15"
"034NW_15.csv.36",35,835714,844483,"m",8769,"034NW_15.csv.36","034NW","034NW_15"
"034NW_15.csv.37",36,844484,975716,"s",131232,"034NW_15.csv.37","034NW","034NW_15"
"034NW_15.csv.38",37,975717,980290,"m",4573,"034NW_15.csv.38","034NW","034NW_15"
"034NW_15.csv.39",38,980291,1024346,"s",44055,"034NW_15.csv.39","034NW","034NW_15"
"034NW_15.csv.40",39,1024347,1030329,"m",5982,"034NW_15.csv.40","034NW","034NW_15"
"034NW_15.csv.41",40,1030330,1032878,"s",2548,"034NW_15.csv.41","034NW","034NW_15"
"034NW_15.csv.42",41,1032879,1039148,"m",6269,"034NW_15.csv.42","034NW","034NW_15"
"034NW_15.csv.43",42,1039149,1082700,"s",43551,"034NW_15.csv.43","034NW","034NW_15"
"034NW_15.csv.44",43,1082701,1090005,"m",7304,"034NW_15.csv.44","034NW","034NW_15"
"034NW_15.csv.45",44,1090006,1116434,"s",26428,"034NW_15.csv.45","034NW","034NW_15"
"034NW_15.csv.46",45,1116435,1119208,"m",2773,"034NW_15.csv.46","034NW","034NW_15"
"034NW_15.csv.47",46,1119209,1124713,"s",5504,"034NW_15.csv.47","034NW","034NW_15"
"034NW_15.csv.48",47,1124714,1132122,"m",7408,"034NW_15.csv.48","034NW","034NW_15"
"034NW_15.csv.49",48,1132123,1137564,"s",5441,"034NW_15.csv.49","034NW","034NW_15"
"034NW_15.csv.50",49,1137565,1145357,"m",7792,"034NW_15.csv.50","034NW","034NW_15"
"034NW_15.csv.51",50,1145358,2038968,"s",893610,"034NW_15.csv.51","034NW","034NW_15"
"034NW_15.csv.52",51,2038969,2054640,"m",15671,"034NW_15.csv.52","034NW","034NW_15"
"034NW_15.csv.53",52,2054641,2093028,"s",38387,"034NW_15.csv.53","034NW","034NW_15"
"034NW_15.csv.54",53,2093029,2100960,"m",7931,"034NW_15.csv.54","034NW","034NW_15"
"034NW_15.csv.55",54,2100961,2297642,"s",196681,"034NW_15.csv.55","034NW","034NW_15"
