"","ordinal","onset","offset","code","dur","moments","subj","clip"
"034NW_15.csv.56",55,2297643,2317644,"_",20001,"034NW_15.csv.56","034NW","034NW_15"
"034NW_15.csv.57",56,2317645,2362525,"s",44880,"034NW_15.csv.57","034NW","034NW_15"
"034NW_15.csv.58",57,2362526,2364187,"m",1661,"034NW_15.csv.58","034NW","034NW_15"
"034NW_15.csv.59",58,2364188,2368887,"s",4699,"034NW_15.csv.59","034NW","034NW_15"
"034NW_15.csv.60",59,2368888,2373029,"m",4141,"034NW_15.csv.60","034NW","034NW_15"
"034NW_15.csv.61",60,2373030,2375058,"s",2028,"034NW_15.csv.61","034NW","034NW_15"
"034NW_15.csv.62",61,2375059,2383560,"m",8501,"034NW_15.csv.62","034NW","034NW_15"
"034NW_15.csv.63",62,2383561,2384989,"s",1428,"034NW_15.csv.63","034NW","034NW_15"
"034NW_15.csv.64",63,2384990,2391947,"m",6957,"034NW_15.csv.64","034NW","034NW_15"
"034NW_15.csv.65",64,2391948,2409236,"s",17288,"034NW_15.csv.65","034NW","034NW_15"
"034NW_15.csv.66",65,2409237,2419748,"m",10511,"034NW_15.csv.66","034NW","034NW_15"
"034NW_15.csv.67",66,2419749,2423387,"s",3638,"034NW_15.csv.67","034NW","034NW_15"
"034NW_15.csv.68",67,2423388,2427414,"m",4026,"034NW_15.csv.68","034NW","034NW_15"
"034NW_15.csv.69",68,2427415,2434552,"s",7137,"034NW_15.csv.69","034NW","034NW_15"
"034NW_15.csv.70",69,2434553,2444161,"m",9608,"034NW_15.csv.70","034NW","034NW_15"
"034NW_15.csv.71",70,2444162,2454999,"s",10837,"034NW_15.csv.71","034NW","034NW_15"
"034NW_15.csv.72",71,2455000,2465175,"m",10175,"034NW_15.csv.72","034NW","034NW_15"
"034NW_15.csv.73",72,2465176,2476828,"s",11652,"034NW_15.csv.73","034NW","034NW_15"
"034NW_15.csv.74",73,2476829,2481208,"m",4379,"034NW_15.csv.74","034NW","034NW_15"
"034NW_15.csv.75",74,2481209,2486409,"s",5200,"034NW_15.csv.75","034NW","034NW_15"
"034NW_15.csv.76",75,2486410,2496331,"m",9921,"034NW_15.csv.76","034NW","034NW_15"
"034NW_15.csv.77",76,2496332,2502448,"s",6116,"034NW_15.csv.77","034NW","034NW_15"
"034NW_15.csv.78",77,2502449,2508823,"m",6374,"034NW_15.csv.78","034NW","034NW_15"
"034NW_15.csv.79",78,2508824,2510887,"s",2063,"034NW_15.csv.79","034NW","034NW_15"
"034NW_15.csv.80",79,2510888,2518581,"m",7693,"034NW_15.csv.80","034NW","034NW_15"
"034NW_15.csv.81",80,2518582,3357361,"s",838779,"034NW_15.csv.81","034NW","034NW_15"
"036MR_01.csv",0,0,22002,"s",22002,"036MR_01.csv","036MR","036MR_01"
"036MR_02.csv.1",0,0,26639,"s",26639,"036MR_02.csv.1","036MR","036MR_02"
"036MR_02.csv.2",1,26640,32263,"m",5623,"036MR_02.csv.2","036MR","036MR_02"
"036MR_02.csv.3",2,32264,76330,"s",44066,"036MR_02.csv.3","036MR","036MR_02"
"036MR_02.csv.4",3,76331,83323,"m",6992,"036MR_02.csv.4","036MR","036MR_02"
"036MR_02.csv.5",4,83324,108298,"s",24974,"036MR_02.csv.5","036MR","036MR_02"
"036MR_02.csv.6",5,108299,109260,"m",961,"036MR_02.csv.6","036MR","036MR_02"
"036MR_02.csv.7",6,109261,132200,"s",22939,"036MR_02.csv.7","036MR","036MR_02"
"036MR_02.csv.8",7,132201,142708,"m",10507,"036MR_02.csv.8","036MR","036MR_02"
"036MR_02.csv.9",8,142709,147370,"s",4661,"036MR_02.csv.9","036MR","036MR_02"
"036MR_02.csv.10",9,147371,152069,"m",4698,"036MR_02.csv.10","036MR","036MR_02"
"036MR_02.csv.11",10,152070,165204,"s",13134,"036MR_02.csv.11","036MR","036MR_02"
"036MR_02.csv.12",11,165205,266288,"m",101083,"036MR_02.csv.12","036MR","036MR_02"
"036MR_02.csv.13",12,266289,270654,"s",4365,"036MR_02.csv.13","036MR","036MR_02"
"036MR_02.csv.14",13,270655,273059,"m",2404,"036MR_02.csv.14","036MR","036MR_02"
"036MR_02.csv.15",14,273060,276648,"s",3588,"036MR_02.csv.15","036MR","036MR_02"
"036MR_02.csv.16",15,276649,285195,"m",8546,"036MR_02.csv.16","036MR","036MR_02"
"036MR_02.csv.17",16,285196,295781,"s",10585,"036MR_02.csv.17","036MR","036MR_02"
"036MR_03.csv.1",0,0,137787,"s",137787,"036MR_03.csv.1","036MR","036MR_03"
"036MR_03.csv.2",1,137788,139563,"m",1775,"036MR_03.csv.2","036MR","036MR_03"
"036MR_03.csv.3",2,139564,144854,"s",5290,"036MR_03.csv.3","036MR","036MR_03"
"036MR_03.csv.4",3,144855,147555,"m",2700,"036MR_03.csv.4","036MR","036MR_03"
"036MR_03.csv.5",4,147556,169311,"s",21755,"036MR_03.csv.5","036MR","036MR_03"
"036MR_03.csv.6",5,169312,173788,"m",4476,"036MR_03.csv.6","036MR","036MR_03"
"036MR_03.csv.7",6,173789,193398,"s",19609,"036MR_03.csv.7","036MR","036MR_03"
"036MR_03.csv.8",7,193399,195840,"m",2441,"036MR_03.csv.8","036MR","036MR_03"
"036MR_03.csv.9",8,195841,246345,"s",50504,"036MR_03.csv.9","036MR","036MR_03"
"036MR_03.csv.10",9,246346,271912,"m",25566,"036MR_03.csv.10","036MR","036MR_03"
"036MR_03.csv.11",10,271913,287896,"s",15983,"036MR_03.csv.11","036MR","036MR_03"
"036MR_03.csv.12",11,287897,289524,"m",1627,"036MR_03.csv.12","036MR","036MR_03"
"036MR_03.csv.13",12,289525,374180,"s",84655,"036MR_03.csv.13","036MR","036MR_03"
"036MR_03.csv.14",13,374181,392865,"m",18684,"036MR_03.csv.14","036MR","036MR_03"
"036MR_03.csv.15",14,392866,420653,"s",27787,"036MR_03.csv.15","036MR","036MR_03"
"036MR_04.csv.1",0,0,3515,"m",3515,"036MR_04.csv.1","036MR","036MR_04"
"036MR_04.csv.2",1,3516,47655,"s",44139,"036MR_04.csv.2","036MR","036MR_04"
"036MR_04.csv.3",2,47656,53723,"m",6067,"036MR_04.csv.3","036MR","036MR_04"
"036MR_04.csv.4",3,53724,65156,"s",11432,"036MR_04.csv.4","036MR","036MR_04"
"036MR_04.csv.5",4,65157,66526,"m",1369,"036MR_04.csv.5","036MR","036MR_04"
"036MR_04.csv.6",5,66527,78255,"s",11728,"036MR_04.csv.6","036MR","036MR_04"
"036MR_04.csv.7",6,78256,79624,"m",1368,"036MR_04.csv.7","036MR","036MR_04"
"036MR_04.csv.8",7,79625,98753,"s",19128,"036MR_04.csv.8","036MR","036MR_04"
"036MR_04.csv.9",8,98754,122285,"m",23531,"036MR_04.csv.9","036MR","036MR_04"
"036MR_04.csv.10",9,122286,151330,"s",29044,"036MR_04.csv.10","036MR","036MR_04"
"036MR_04.csv.11",10,151331,154734,"m",3403,"036MR_04.csv.11","036MR","036MR_04"
"036MR_04.csv.12",11,154735,156695,"s",1960,"036MR_04.csv.12","036MR","036MR_04"
"036MR_04.csv.13",12,156696,158841,"m",2145,"036MR_04.csv.13","036MR","036MR_04"
"036MR_04.csv.14",13,158842,161098,"s",2256,"036MR_04.csv.14","036MR","036MR_04"
"036MR_04.csv.15",14,161099,162430,"m",1331,"036MR_04.csv.15","036MR","036MR_04"
"036MR_04.csv.16",15,162431,169497,"s",7066,"036MR_04.csv.16","036MR","036MR_04"
"036MR_04.csv.17",16,169498,192955,"m",23457,"036MR_04.csv.17","036MR","036MR_04"
"036MR_04.csv.18",17,192956,228845,"s",35889,"036MR_04.csv.18","036MR","036MR_04"
"036MR_04.csv.19",18,228846,236208,"m",7362,"036MR_04.csv.19","036MR","036MR_04"
"036MR_04.csv.20",19,236209,238983,"s",2774,"036MR_04.csv.20","036MR","036MR_04"
"036MR_04.csv.21",20,238984,244274,"m",5290,"036MR_04.csv.21","036MR","036MR_04"
"036MR_04.csv.22",21,244275,251970,"s",7695,"036MR_04.csv.22","036MR","036MR_04"
"036MR_04.csv.23",22,251971,274651,"m",22680,"036MR_04.csv.23","036MR","036MR_04"
"036MR_04.csv.24",23,274652,276020,"s",1368,"036MR_04.csv.24","036MR","036MR_04"
"036MR_04.csv.25",24,276021,279572,"m",3551,"036MR_04.csv.25","036MR","036MR_04"
"036MR_04.csv.26",25,279573,287749,"s",8176,"036MR_04.csv.26","036MR","036MR_04"
"036MR_04.csv.27",26,287750,292966,"m",5216,"036MR_04.csv.27","036MR","036MR_04"
"036MR_04.csv.28",27,292967,298071,"s",5104,"036MR_04.csv.28","036MR","036MR_04"
"036MR_04.csv.29",28,298072,323787,"m",25715,"036MR_04.csv.29","036MR","036MR_04"
"036MR_04.csv.30",29,323788,333666,"s",9878,"036MR_04.csv.30","036MR","036MR_04"
"036MR_04.csv.31",30,333667,335960,"m",2293,"036MR_04.csv.31","036MR","036MR_04"
"036MR_04.csv.32",31,335961,555703,"s",219742,"036MR_04.csv.32","036MR","036MR_04"
"036MR_05.csv.1",0,0,5585,"s",5585,"036MR_05.csv.1","036MR","036MR_05"
"036MR_05.csv.2",1,5586,35340,"m",29754,"036MR_05.csv.2","036MR","036MR_05"
"036MR_05.csv.3",2,35341,45752,"s",10411,"036MR_05.csv.3","036MR","036MR_05"
"036MR_05.csv.4",3,45753,48906,"m",3153,"036MR_05.csv.4","036MR","036MR_05"
"036MR_05.csv.5",4,48907,63688,"s",14781,"036MR_05.csv.5","036MR","036MR_05"
"036MR_05.csv.6",5,63689,113392,"m",49703,"036MR_05.csv.6","036MR","036MR_05"
"036MR_05.csv.7",6,113393,125818,"s",12425,"036MR_05.csv.7","036MR","036MR_05"
"036MR_05.csv.8",7,125819,157966,"m",32147,"036MR_05.csv.8","036MR","036MR_05"
"036MR_05.csv.9",8,157967,195396,"s",37429,"036MR_05.csv.9","036MR","036MR_05"
"036MR_05.csv.10",9,195397,266608,"m",71211,"036MR_05.csv.10","036MR","036MR_05"
"036MR_05.csv.11",10,266609,279870,"s",13261,"036MR_05.csv.11","036MR","036MR_05"
"036MR_05.csv.12",11,279871,355566,"m",75695,"036MR_05.csv.12","036MR","036MR_05"
"036MR_05.csv.13",12,355567,383496,"s",27929,"036MR_05.csv.13","036MR","036MR_05"
"036MR_05.csv.14",13,383497,390412,"m",6915,"036MR_05.csv.14","036MR","036MR_05"
"036MR_05.csv.15",14,390413,397024,"s",6611,"036MR_05.csv.15","036MR","036MR_05"
"036MR_05.csv.16",15,397025,433466,"m",36441,"036MR_05.csv.16","036MR","036MR_05"
"036MR_05.csv.17",16,433467,443346,"s",9879,"036MR_05.csv.17","036MR","036MR_05"
"036MR_05.csv.18",17,443347,447298,"m",3951,"036MR_05.csv.18","036MR","036MR_05"
"036MR_05.csv.19",18,447299,514254,"s",66955,"036MR_05.csv.19","036MR","036MR_05"
"036MR_05.csv.20",19,514255,517104,"m",2849,"036MR_05.csv.20","036MR","036MR_05"
"036MR_05.csv.21",20,517105,529150,"s",12045,"036MR_05.csv.21","036MR","036MR_05"
"036MR_05.csv.22",21,529151,534052,"m",4901,"036MR_05.csv.22","036MR","036MR_05"
"036MR_05.csv.23",22,534053,540132,"s",6079,"036MR_05.csv.23","036MR","036MR_05"
"036MR_05.csv.24",23,540133,549784,"m",9651,"036MR_05.csv.24","036MR","036MR_05"
"036MR_05.csv.25",24,549785,558980,"s",9195,"036MR_05.csv.25","036MR","036MR_05"
"036MR_05.csv.26",25,558981,584858,"m",25877,"036MR_05.csv.26","036MR","036MR_05"
"036MR_05.csv.27",26,584859,629318,"s",44459,"036MR_05.csv.27","036MR","036MR_05"
"036MR_05.csv.28",27,629319,638096,"m",8777,"036MR_05.csv.28","036MR","036MR_05"
"036MR_05.csv.29",28,638097,675754,"s",37657,"036MR_05.csv.29","036MR","036MR_05"
"036MR_05.csv.30",29,675755,681150,"m",5395,"036MR_05.csv.30","036MR","036MR_05"
"036MR_05.csv.31",30,681151,804118,"s",122967,"036MR_05.csv.31","036MR","036MR_05"
"036MR_05.csv.32",31,804119,843448,"m",39329,"036MR_05.csv.32","036MR","036MR_05"
"036MR_05.csv.33",32,843449,855912,"s",12463,"036MR_05.csv.33","036MR","036MR_05"
"036MR_05.csv.34",33,855913,866627,"m",10714,"036MR_05.csv.34","036MR","036MR_05"
"036MR_05.csv.35",34,866628,948100,"s",81472,"036MR_05.csv.35","036MR","036MR_05"
"036MR_05.csv.36",35,948101,973712,"m",25611,"036MR_05.csv.36","036MR","036MR_05"
"036MR_05.csv.37",36,973713,978196,"s",4483,"036MR_05.csv.37","036MR","036MR_05"
"036MR_05.csv.38",37,978197,981540,"m",3343,"036MR_05.csv.38","036MR","036MR_05"
"036MR_05.csv.39",38,981541,989406,"s",7865,"036MR_05.csv.39","036MR","036MR_05"
"036MR_05.csv.40",39,989407,998526,"m",9119,"036MR_05.csv.40","036MR","036MR_05"
"036MR_05.csv.41",40,998527,1063923,"s",65396,"036MR_05.csv.41","036MR","036MR_05"
"036MR_05.csv.42",41,1063924,1094324,"m",30400,"036MR_05.csv.42","036MR","036MR_05"
"036MR_05.csv.43",42,1094325,1146764,"s",52439,"036MR_05.csv.43","036MR","036MR_05"
"036MR_05.csv.44",43,1146765,1152464,"m",5699,"036MR_05.csv.44","036MR","036MR_05"
"036MR_05.csv.45",44,1152465,1194796,"s",42331,"036MR_05.csv.45","036MR","036MR_05"
"036MR_05.csv.46",45,1194797,1240776,"m",45979,"036MR_05.csv.46","036MR","036MR_05"
"036MR_05.csv.47",46,1240777,1246856,"s",6079,"036MR_05.csv.47","036MR","036MR_05"
"036MR_05.csv.48",47,1246857,1259852,"m",12995,"036MR_05.csv.48","036MR","036MR_05"
"036MR_05.csv.49",48,1259853,1317916,"s",58063,"036MR_05.csv.49","036MR","036MR_05"
"036MR_05.csv.50",49,1317917,1383694,"m",65777,"036MR_05.csv.50","036MR","036MR_05"
"036MR_05.csv.51",50,1383695,1386316,"s",2621,"036MR_05.csv.51","036MR","036MR_05"
"036MR_05.csv.52",51,1386317,1425912,"m",39595,"036MR_05.csv.52","036MR","036MR_05"
"036MR_05.csv.53",52,1425913,1534554,"s",108641,"036MR_05.csv.53","036MR","036MR_05"
"036MR_05.csv.54",53,1534555,1538810,"m",4255,"036MR_05.csv.54","036MR","036MR_05"
"036MR_05.csv.55",54,1538811,1639966,"s",101155,"036MR_05.csv.55","036MR","036MR_05"
"036MR_05.csv.56",55,1639967,1741692,"m",101725,"036MR_05.csv.56","036MR","036MR_05"
"036MR_05.csv.57",56,1741693,1786874,"s",45181,"036MR_05.csv.57","036MR","036MR_05"
"036MR_05.csv.58",57,1786875,1796336,"m",9461,"036MR_05.csv.58","036MR","036MR_05"
"036MR_05.csv.59",58,1796337,1802834,"s",6497,"036MR_05.csv.59","036MR","036MR_05"
"036MR_05.csv.60",59,1802835,1804810,"m",1975,"036MR_05.csv.60","036MR","036MR_05"
"036MR_05.csv.61",60,1804811,1853082,"s",48271,"036MR_05.csv.61","036MR","036MR_05"
"036MR_06.csv.1",0,0,8363,"s",8363,"036MR_06.csv.1","036MR","036MR_06"
"036MR_06.csv.2",1,8364,33660,"m",25296,"036MR_06.csv.2","036MR","036MR_06"
"036MR_06.csv.3",2,33661,46036,"s",12375,"036MR_06.csv.3","036MR","036MR_06"
"036MR_06.csv.4",3,46037,107881,"m",61844,"036MR_06.csv.4","036MR","036MR_06"
"036MR_06.csv.5",4,107882,173671,"s",65789,"036MR_06.csv.5","036MR","036MR_06"
"036MR_06.csv.6",5,173672,176154,"m",2482,"036MR_06.csv.6","036MR","036MR_06"
"036MR_06.csv.7",6,176155,190162,"s",14007,"036MR_06.csv.7","036MR","036MR_06"
"036MR_06.csv.8",7,190163,200770,"m",10607,"036MR_06.csv.8","036MR","036MR_06"
"036MR_06.csv.9",8,200771,204068,"s",3297,"036MR_06.csv.9","036MR","036MR_06"
"036MR_06.csv.10",9,204069,211241,"m",7172,"036MR_06.csv.10","036MR","036MR_06"
"036MR_06.csv.11",10,211242,220490,"s",9248,"036MR_06.csv.11","036MR","036MR_06"
"036MR_06.csv.12",11,220491,225556,"m",5065,"036MR_06.csv.12","036MR","036MR_06"
"036MR_06.csv.13",12,225557,231744,"s",6187,"036MR_06.csv.13","036MR","036MR_06"
"036MR_06.csv.14",13,231745,241944,"m",10199,"036MR_06.csv.14","036MR","036MR_06"
"036MR_06.csv.15",14,241945,252654,"s",10709,"036MR_06.csv.15","036MR","036MR_06"
"036MR_06.csv.16",15,252655,267784,"m",15129,"036MR_06.csv.16","036MR","036MR_06"
"036MR_06.csv.17",16,267785,272952,"s",5167,"036MR_06.csv.17","036MR","036MR_06"
"036MR_06.csv.18",17,272953,280126,"m",7173,"036MR_06.csv.18","036MR","036MR_06"
"036MR_06.csv.19",18,280127,349146,"s",69019,"036MR_06.csv.19","036MR","036MR_06"
"036MR_06.csv.20",19,349147,350948,"m",1801,"036MR_06.csv.20","036MR","036MR_06"
"036MR_06.csv.21",20,350949,398106,"s",47157,"036MR_06.csv.21","036MR","036MR_06"
"036MR_06.csv.22",21,398107,402492,"m",4385,"036MR_06.csv.22","036MR","036MR_06"
"036MR_06.csv.23",22,402493,433568,"s",31075,"036MR_06.csv.23","036MR","036MR_06"
"036MR_06.csv.24",23,433569,438940,"m",5371,"036MR_06.csv.24","036MR","036MR_06"
"036MR_06.csv.25",24,438941,465086,"s",26145,"036MR_06.csv.25","036MR","036MR_06"
"036MR_06.csv.26",25,465087,467806,"m",2719,"036MR_06.csv.26","036MR","036MR_06"
"036MR_06.csv.27",26,467807,636242,"s",168435,"036MR_06.csv.27","036MR","036MR_06"
"036MR_06.csv.28",27,636243,643008,"m",6765,"036MR_06.csv.28","036MR","036MR_06"
"036MR_06.csv.29",28,643009,645660,"s",2651,"036MR_06.csv.29","036MR","036MR_06"
"036MR_06.csv.30",29,645661,655826,"m",10165,"036MR_06.csv.30","036MR","036MR_06"
"036MR_06.csv.31",30,655827,710362,"s",54535,"036MR_06.csv.31","036MR","036MR_06"
"036MR_06.csv.32",31,710363,714850,"m",4487,"036MR_06.csv.32","036MR","036MR_06"
"036MR_06.csv.33",32,714851,728110,"s",13259,"036MR_06.csv.33","036MR","036MR_06"
"036MR_06.csv.34",33,728111,734978,"m",6867,"036MR_06.csv.34","036MR","036MR_06"
"036MR_06.csv.35",34,734979,765748,"s",30769,"036MR_06.csv.35","036MR","036MR_06"
"036MR_06.csv.36",35,765749,769352,"m",3603,"036MR_06.csv.36","036MR","036MR_06"
"036MR_06.csv.37",36,769353,861356,"s",92003,"036MR_06.csv.37","036MR","036MR_06"
"036MR_06.csv.38",37,861357,864790,"m",3433,"036MR_06.csv.38","036MR","036MR_06"
"036MR_06.csv.39",38,864791,899674,"s",34883,"036MR_06.csv.39","036MR","036MR_06"
"036MR_06.csv.40",39,899675,903380,"m",3705,"036MR_06.csv.40","036MR","036MR_06"
"036MR_06.csv.41",40,903381,917320,"s",13939,"036MR_06.csv.41","036MR","036MR_06"
"036MR_06.csv.42",41,917321,920278,"m",2957,"036MR_06.csv.42","036MR","036MR_06"
"036MR_06.csv.43",42,920279,944248,"s",23969,"036MR_06.csv.43","036MR","036MR_06"
"036MR_06.csv.44",43,944249,948294,"m",4045,"036MR_06.csv.44","036MR","036MR_06"
"036MR_06.csv.45",44,948295,957508,"s",9213,"036MR_06.csv.45","036MR","036MR_06"
"036MR_06.csv.46",45,957509,958256,"m",747,"036MR_06.csv.46","036MR","036MR_06"
"036MR_06.csv.47",46,958257,990148,"s",31891,"036MR_06.csv.47","036MR","036MR_06"
"036MR_06.csv.48",47,990149,994760,"m",4611,"036MR_06.csv.48","036MR","036MR_06"
"036MR_07.csv.1",0,0,37333,"s",37333,"036MR_07.csv.1","036MR","036MR_07"
"036MR_07.csv.2",1,37334,57860,"m",20526,"036MR_07.csv.2","036MR","036MR_07"
"036MR_07.csv.3",2,57861,64226,"s",6365,"036MR_07.csv.3","036MR","036MR_07"
"036MR_07.csv.4",3,64227,79957,"m",15730,"036MR_07.csv.4","036MR","036MR_07"
"036MR_07.csv.5",4,79958,87320,"s",7362,"036MR_07.csv.5","036MR","036MR_07"
"036MR_07.csv.6",5,87321,92796,"m",5475,"036MR_07.csv.6","036MR","036MR_07"
"036MR_07.csv.7",6,92797,131091,"s",38294,"036MR_07.csv.7","036MR","036MR_07"
"036MR_07.csv.8",7,131092,140156,"m",9064,"036MR_07.csv.8","036MR","036MR_07"
"036MR_07.csv.9",8,140157,302733,"s",162576,"036MR_07.csv.9","036MR","036MR_07"
"036MR_07.csv.10",9,302734,309431,"m",6697,"036MR_07.csv.10","036MR","036MR_07"
"036MR_07.csv.11",10,309432,314315,"s",4883,"036MR_07.csv.11","036MR","036MR_07"
"036MR_07.csv.12",11,314316,334443,"m",20127,"036MR_07.csv.12","036MR","036MR_07"
"036MR_07.csv.13",12,334444,1044954,"s",710510,"036MR_07.csv.13","036MR","036MR_07"
"036MR_07.csv.14",13,1044955,1075627,"m",30672,"036MR_07.csv.14","036MR","036MR_07"
"036MR_07.csv.15",14,1075628,1100639,"s",25011,"036MR_07.csv.15","036MR","036MR_07"
"036MR_07.csv.16",15,1100640,1104228,"m",3588,"036MR_07.csv.16","036MR","036MR_07"
"036MR_07.csv.17",16,1104229,1117696,"s",13467,"036MR_07.csv.17","036MR","036MR_07"
"036MR_07.csv.18",17,1117697,1136085,"m",18388,"036MR_07.csv.18","036MR","036MR_07"
"036MR_07.csv.19",18,1136086,1138379,"s",2293,"036MR_07.csv.19","036MR","036MR_07"
"036MR_07.csv.20",19,1138380,1143522,"m",5142,"036MR_07.csv.20","036MR","036MR_07"
"036MR_07.csv.21",20,1143523,1647758,"s",504235,"036MR_07.csv.21","036MR","036MR_07"
"036MR_07.csv.22",21,1647759,1654011,"m",6252,"036MR_07.csv.22","036MR","036MR_07"
"036MR_07.csv.23",22,1654012,1670291,"s",16279,"036MR_07.csv.23","036MR","036MR_07"
"036MR_07.csv.24",23,1670292,1679245,"m",8953,"036MR_07.csv.24","036MR","036MR_07"
"036MR_07.csv.25",24,1679246,1854588,"s",175342,"036MR_07.csv.25","036MR","036MR_07"
"036MR_07.csv.26",25,1854589,1861285,"m",6696,"036MR_07.csv.26","036MR","036MR_07"
"036MR_07.csv.27",26,1861286,1883337,"s",22051,"036MR_07.csv.27","036MR","036MR_07"
"036MR_07.csv.28",27,1883338,1891625,"m",8287,"036MR_07.csv.28","036MR","036MR_07"
"036MR_07.csv.29",28,1891626,1911087,"s",19461,"036MR_07.csv.29","036MR","036MR_07"
"036MR_07.csv.30",29,1911088,1916267,"m",5179,"036MR_07.csv.30","036MR","036MR_07"
"036MR_07.csv.31",30,1916268,1921706,"s",5438,"036MR_07.csv.31","036MR","036MR_07"
"036MR_07.csv.32",31,1921707,1926516,"m",4809,"036MR_07.csv.32","036MR","036MR_07"
"036MR_07.csv.33",32,1926517,1929957,"s",3440,"036MR_07.csv.33","036MR","036MR_07"
"036MR_07.csv.34",33,1929958,1936358,"m",6400,"036MR_07.csv.34","036MR","036MR_07"
"036MR_07.csv.35",34,1936359,1940021,"s",3662,"036MR_07.csv.35","036MR","036MR_07"
"036MR_07.csv.36",35,1940022,1945830,"m",5808,"036MR_07.csv.36","036MR","036MR_07"
"036MR_07.csv.37",36,1945831,1969732,"s",23901,"036MR_07.csv.37","036MR","036MR_07"
"036MR_07.csv.38",37,1969733,1994559,"m",24826,"036MR_07.csv.38","036MR","036MR_07"
"036MR_07.csv.39",38,1994560,2025861,"s",31301,"036MR_07.csv.39","036MR","036MR_07"
"036MR_07.csv.40",39,2025862,2029894,"m",4032,"036MR_07.csv.40","036MR","036MR_07"
"036MR_07.csv.41",40,2029895,2041882,"s",11987,"036MR_07.csv.41","036MR","036MR_07"
"036MR_07.csv.42",41,2041883,2052797,"m",10914,"036MR_07.csv.42","036MR","036MR_07"
"036MR_07.csv.43",42,2052798,2238981,"s",186183,"036MR_07.csv.43","036MR","036MR_07"
"036MR_07.csv.44",43,2238982,2239388,"m",406,"036MR_07.csv.44","036MR","036MR_07"
"036MR_07.csv.45",44,2239389,2581527,"s",342138,"036MR_07.csv.45","036MR","036MR_07"
"036MR_07.csv.46",45,2581528,2587558,"m",6030,"036MR_07.csv.46","036MR","036MR_07"
"036MR_07.csv.47",46,2587559,2690270,"s",102711,"036MR_07.csv.47","036MR","036MR_07"
"036MR_07.csv.48",47,2690271,2698854,"m",8583,"036MR_07.csv.48","036MR","036MR_07"
"036MR_07.csv.49",48,2698855,2711064,"s",12209,"036MR_07.csv.49","036MR","036MR_07"
"036MR_07.csv.50",49,2711065,2718538,"m",7473,"036MR_07.csv.50","036MR","036MR_07"
"036MR_07.csv.51",50,2718539,2723459,"s",4920,"036MR_07.csv.51","036MR","036MR_07"
"036MR_07.csv.52",51,2723460,2731414,"m",7954,"036MR_07.csv.52","036MR","036MR_07"
"036MR_07.csv.53",52,2731415,2809322,"s",77907,"036MR_07.csv.53","036MR","036MR_07"
"036MR_08.csv.1",0,0,9860,"s",9860,"036MR_08.csv.1","036MR","036MR_08"
"036MR_08.csv.2",1,9861,19618,"m",9757,"036MR_08.csv.2","036MR","036MR_08"
"036MR_08.csv.3",2,19619,34136,"s",14517,"036MR_08.csv.3","036MR","036MR_08"
"036MR_08.csv.4",3,34137,39100,"m",4963,"036MR_08.csv.4","036MR","036MR_08"
"036MR_08.csv.5",4,39101,56916,"s",17815,"036MR_08.csv.5","036MR","036MR_08"
"036MR_08.csv.6",5,56917,59177,"m",2260,"036MR_08.csv.6","036MR","036MR_08"
"036MR_08.csv.7",6,59178,71196,"s",12018,"036MR_08.csv.7","036MR","036MR_08"
"036MR_08.csv.8",7,71197,73338,"m",2141,"036MR_08.csv.8","036MR","036MR_08"
"036MR_08.csv.9",8,73339,89284,"s",15945,"036MR_08.csv.9","036MR","036MR_08"
"036MR_08.csv.10",9,89285,90610,"m",1325,"036MR_08.csv.10","036MR","036MR_08"
"036MR_08.csv.11",10,90611,92412,"s",1801,"036MR_08.csv.11","036MR","036MR_08"
"036MR_08.csv.12",11,92413,101558,"m",9145,"036MR_08.csv.12","036MR","036MR_08"
"036MR_08.csv.13",12,101559,117946,"s",16387,"036MR_08.csv.13","036MR","036MR_08"
"036MR_08.csv.14",13,117947,124950,"m",7003,"036MR_08.csv.14","036MR","036MR_08"
"036MR_08.csv.15",14,124951,167892,"s",42941,"036MR_08.csv.15","036MR","036MR_08"
"036MR_08.csv.16",15,167893,168436,"m",543,"036MR_08.csv.16","036MR","036MR_08"
"036MR_08.csv.17",16,168437,173570,"s",5133,"036MR_08.csv.17","036MR","036MR_08"
"036MR_08.csv.18",17,173571,174896,"m",1325,"036MR_08.csv.18","036MR","036MR_08"
"036MR_08.csv.19",18,174897,180438,"s",5541,"036MR_08.csv.19","036MR","036MR_08"
"036MR_08.csv.20",19,180439,187306,"m",6867,"036MR_08.csv.20","036MR","036MR_08"
"036MR_08.csv.21",20,187307,192100,"s",4793,"036MR_08.csv.21","036MR","036MR_08"
